datacenter_reference,deployment_id,deployment_guid,receiver_manufacturer,receiver_model,receiver_serial_number,receiver_reference_type,receiver_reference_id
OTN-Global,ASF-Chaleur Bay 17-VR2-5025-2005,OTN-GlobalASFASF-Chaleur Bay 17-VR2-5025-2005,VEMCO,VR2,5025,ManmadePlatform,ASF_ASF-Chaleur Bay 17
OTN-Global,ASF-Chaleur Bay 17-VR2-5027-2006,OTN-GlobalASFASF-Chaleur Bay 17-VR2-5027-2006,VEMCO,VR2,5027,ManmadePlatform,ASF_ASF-Chaleur Bay 17
OTN-Global,ASF-Chaleur Bay 18-VR2-5028-2006,OTN-GlobalASFASF-Chaleur Bay 18-VR2-5028-2006,VEMCO,VR2,5028,ManmadePlatform,ASF_ASF-Chaleur Bay 18
OTN-Global,ASF-Chaleur Bay 19-VR2-5027-2005,OTN-GlobalASFASF-Chaleur Bay 19-VR2-5027-2005,VEMCO,VR2,5027,ManmadePlatform,ASF_ASF-Chaleur Bay 19
OTN-Global,ASF-Chaleur Bay 19-VR2-5029-2006,OTN-GlobalASFASF-Chaleur Bay 19-VR2-5029-2006,VEMCO,VR2,5029,ManmadePlatform,ASF_ASF-Chaleur Bay 19
OTN-Global,ASF-Chaleur Bay 1-VR2-4316-2006,OTN-GlobalASFASF-Chaleur Bay 1-VR2-4316-2006,VEMCO,VR2,4316,ManmadePlatform,ASF_ASF-Chaleur Bay 1
OTN-Global,ASF-Chaleur Bay 1-VR2-5009-2005,OTN-GlobalASFASF-Chaleur Bay 1-VR2-5009-2005,VEMCO,VR2,5009,ManmadePlatform,ASF_ASF-Chaleur Bay 1
OTN-Global,ASF-Chaleur Bay 20-VR2-5028-2005,OTN-GlobalASFASF-Chaleur Bay 20-VR2-5028-2005,VEMCO,VR2,5028,ManmadePlatform,ASF_ASF-Chaleur Bay 20
OTN-Global,ASF-Chaleur Bay 20-VR2-5030-2006,OTN-GlobalASFASF-Chaleur Bay 20-VR2-5030-2006,VEMCO,VR2,5030,ManmadePlatform,ASF_ASF-Chaleur Bay 20
OTN-Global,ASF-Chaleur Bay 21-VR2-5029-2005,OTN-GlobalASFASF-Chaleur Bay 21-VR2-5029-2005,VEMCO,VR2,5029,ManmadePlatform,ASF_ASF-Chaleur Bay 21
OTN-Global,ASF-Chaleur Bay 21-VR2-5031-2006,OTN-GlobalASFASF-Chaleur Bay 21-VR2-5031-2006,VEMCO,VR2,5031,ManmadePlatform,ASF_ASF-Chaleur Bay 21
OTN-Global,ASF-Chaleur Bay 22-VR2-5030-2005,OTN-GlobalASFASF-Chaleur Bay 22-VR2-5030-2005,VEMCO,VR2,5030,ManmadePlatform,ASF_ASF-Chaleur Bay 22
OTN-Global,ASF-Chaleur Bay 22-VR2-5032-2006,OTN-GlobalASFASF-Chaleur Bay 22-VR2-5032-2006,VEMCO,VR2,5032,ManmadePlatform,ASF_ASF-Chaleur Bay 22
OTN-Global,ASF-Chaleur Bay 23-VR2-5031-2005,OTN-GlobalASFASF-Chaleur Bay 23-VR2-5031-2005,VEMCO,VR2,5031,ManmadePlatform,ASF_ASF-Chaleur Bay 23
OTN-Global,ASF-Chaleur Bay 23-VR2-5033-2006,OTN-GlobalASFASF-Chaleur Bay 23-VR2-5033-2006,VEMCO,VR2,5033,ManmadePlatform,ASF_ASF-Chaleur Bay 23
OTN-Global,ASF-Chaleur Bay 24-VR2-5032-2005,OTN-GlobalASFASF-Chaleur Bay 24-VR2-5032-2005,VEMCO,VR2,5032,ManmadePlatform,ASF_ASF-Chaleur Bay 24
OTN-Global,ASF-Chaleur Bay 24-VR2-5034-2006,OTN-GlobalASFASF-Chaleur Bay 24-VR2-5034-2006,VEMCO,VR2,5034,ManmadePlatform,ASF_ASF-Chaleur Bay 24
OTN-Global,ASF-Chaleur Bay 25-VR2-5033-2005,OTN-GlobalASFASF-Chaleur Bay 25-VR2-5033-2005,VEMCO,VR2,5033,ManmadePlatform,ASF_ASF-Chaleur Bay 25
OTN-Global,ASF-Chaleur Bay 25-VR2-5035-2006,OTN-GlobalASFASF-Chaleur Bay 25-VR2-5035-2006,VEMCO,VR2,5035,ManmadePlatform,ASF_ASF-Chaleur Bay 25
OTN-Global,ASF-Chaleur Bay 26-VR2-5034-2005,OTN-GlobalASFASF-Chaleur Bay 26-VR2-5034-2005,VEMCO,VR2,5034,ManmadePlatform,ASF_ASF-Chaleur Bay 26
OTN-Global,ASF-Chaleur Bay 26-VR2-5036-2006,OTN-GlobalASFASF-Chaleur Bay 26-VR2-5036-2006,VEMCO,VR2,5036,ManmadePlatform,ASF_ASF-Chaleur Bay 26
OTN-Global,ASF-Chaleur Bay 27-VR2-2594-2006,OTN-GlobalASFASF-Chaleur Bay 27-VR2-2594-2006,VEMCO,VR2,2594,ManmadePlatform,ASF_ASF-Chaleur Bay 27
OTN-Global,ASF-Chaleur Bay 28-VR2-2595-2006,OTN-GlobalASFASF-Chaleur Bay 28-VR2-2595-2006,VEMCO,VR2,2595,ManmadePlatform,ASF_ASF-Chaleur Bay 28
OTN-Global,ASF-Chaleur Bay 2-VR2-5009-2006,OTN-GlobalASFASF-Chaleur Bay 2-VR2-5009-2006,VEMCO,VR2,5009,ManmadePlatform,ASF_ASF-Chaleur Bay 2
OTN-Global,ASF-Chaleur Bay 2-VR2-5010-2005,OTN-GlobalASFASF-Chaleur Bay 2-VR2-5010-2005,VEMCO,VR2,5010,ManmadePlatform,ASF_ASF-Chaleur Bay 2
OTN-Global,ASF-Chaleur Bay 3-VR2-5010-2006,OTN-GlobalASFASF-Chaleur Bay 3-VR2-5010-2006,VEMCO,VR2,5010,ManmadePlatform,ASF_ASF-Chaleur Bay 3
OTN-Global,ASF-Chaleur Bay 3-VR2-5011-2005,OTN-GlobalASFASF-Chaleur Bay 3-VR2-5011-2005,VEMCO,VR2,5011,ManmadePlatform,ASF_ASF-Chaleur Bay 3
OTN-Global,ASF-Chaleur Bay 4-VR2-5011-2006,OTN-GlobalASFASF-Chaleur Bay 4-VR2-5011-2006,VEMCO,VR2,5011,ManmadePlatform,ASF_ASF-Chaleur Bay 4
OTN-Global,ASF-Chaleur Bay 4-VR2-5012-2005,OTN-GlobalASFASF-Chaleur Bay 4-VR2-5012-2005,VEMCO,VR2,5012,ManmadePlatform,ASF_ASF-Chaleur Bay 4
OTN-Global,ASF-Chaleur Bay 5-VR2-5012-2006,OTN-GlobalASFASF-Chaleur Bay 5-VR2-5012-2006,VEMCO,VR2,5012,ManmadePlatform,ASF_ASF-Chaleur Bay 5
OTN-Global,ASF-Chaleur Bay 5-VR2-5013-2005,OTN-GlobalASFASF-Chaleur Bay 5-VR2-5013-2005,VEMCO,VR2,5013,ManmadePlatform,ASF_ASF-Chaleur Bay 5
OTN-Global,ASF-Chaleur Bay 6-VR2-5013-2006,OTN-GlobalASFASF-Chaleur Bay 6-VR2-5013-2006,VEMCO,VR2,5013,ManmadePlatform,ASF_ASF-Chaleur Bay 6
OTN-Global,ASF-Chaleur Bay 6-VR2-5014-2005,OTN-GlobalASFASF-Chaleur Bay 6-VR2-5014-2005,VEMCO,VR2,5014,ManmadePlatform,ASF_ASF-Chaleur Bay 6
OTN-Global,ASF-Chaleur Bay 7REPLACE-VR2-3337-2006,OTN-GlobalASFASF-Chaleur Bay 7REPLACE-VR2-3337-2006,VEMCO,VR2,3337,ManmadePlatform,ASF_ASF-Chaleur Bay 7REPLACE
OTN-Global,ASF-Chaleur Bay 7-VR2-5014-2006,OTN-GlobalASFASF-Chaleur Bay 7-VR2-5014-2006,VEMCO,VR2,5014,ManmadePlatform,ASF_ASF-Chaleur Bay 7
OTN-Global,ASF-Chaleur Bay 7-VR2-5015-2005,OTN-GlobalASFASF-Chaleur Bay 7-VR2-5015-2005,VEMCO,VR2,5015,ManmadePlatform,ASF_ASF-Chaleur Bay 7
OTN-Global,ASF-Chaleur Bay 8-VR2-5015-2006,OTN-GlobalASFASF-Chaleur Bay 8-VR2-5015-2006,VEMCO,VR2,5015,ManmadePlatform,ASF_ASF-Chaleur Bay 8
OTN-Global,ASF-Chaleur Bay 8-VR2-5016-2005,OTN-GlobalASFASF-Chaleur Bay 8-VR2-5016-2005,VEMCO,VR2,5016,ManmadePlatform,ASF_ASF-Chaleur Bay 8
OTN-Global,ASF-Chaleur Bay 9-VR2-5016-2006,OTN-GlobalASFASF-Chaleur Bay 9-VR2-5016-2006,VEMCO,VR2,5016,ManmadePlatform,ASF_ASF-Chaleur Bay 9
OTN-Global,ASF-Chaleur Bay 9-VR2-5017-2005,OTN-GlobalASFASF-Chaleur Bay 9-VR2-5017-2005,VEMCO,VR2,5017,ManmadePlatform,ASF_ASF-Chaleur Bay 9
OTN-Global,ASF-CHBAY-10-VR2-4301-2007,OTN-GlobalASFASF-CHBAY-10-VR2-4301-2007,VEMCO,VR2,4301,ManmadePlatform,ASF_ASF-CHBAY-10
OTN-Global,ASF-CHBAY-11-VR2-4303-2007,OTN-GlobalASFASF-CHBAY-11-VR2-4303-2007,VEMCO,VR2,4303,ManmadePlatform,ASF_ASF-CHBAY-11
OTN-Global,ASF-CHBAY-12-VR2-4304-2007,OTN-GlobalASFASF-CHBAY-12-VR2-4304-2007,VEMCO,VR2,4304,ManmadePlatform,ASF_ASF-CHBAY-12
OTN-Global,ASF-CHBAY-13-VR2-4305-2007,OTN-GlobalASFASF-CHBAY-13-VR2-4305-2007,VEMCO,VR2,4305,ManmadePlatform,ASF_ASF-CHBAY-13
OTN-Global,ASF-CHBAY-14-VR2-4306-2007,OTN-GlobalASFASF-CHBAY-14-VR2-4306-2007,VEMCO,VR2,4306,ManmadePlatform,ASF_ASF-CHBAY-14
OTN-Global,ASF-CHBAY-15-VR2-4307-2007,OTN-GlobalASFASF-CHBAY-15-VR2-4307-2007,VEMCO,VR2,4307,ManmadePlatform,ASF_ASF-CHBAY-15
OTN-Global,ASF-CHBAY-16-VR2-4308-2007,OTN-GlobalASFASF-CHBAY-16-VR2-4308-2007,VEMCO,VR2,4308,ManmadePlatform,ASF_ASF-CHBAY-16
OTN-Global,ASF-CHBAY-17-VR2-4309-2007,OTN-GlobalASFASF-CHBAY-17-VR2-4309-2007,VEMCO,VR2,4309,ManmadePlatform,ASF_ASF-CHBAY-17
OTN-Global,ASF-CHBAY-18-VR2-4311-2007,OTN-GlobalASFASF-CHBAY-18-VR2-4311-2007,VEMCO,VR2,4311,ManmadePlatform,ASF_ASF-CHBAY-18
OTN-Global,ASF-CHBAY-19-VR2-4312-2007,OTN-GlobalASFASF-CHBAY-19-VR2-4312-2007,VEMCO,VR2,4312,ManmadePlatform,ASF_ASF-CHBAY-19
OTN-Global,ASF-CHBAY-1-VR2-4287-2007,OTN-GlobalASFASF-CHBAY-1-VR2-4287-2007,VEMCO,VR2,4287,ManmadePlatform,ASF_ASF-CHBAY-1
OTN-Global,ASF-CHBAY-20-VR2-4313-2007,OTN-GlobalASFASF-CHBAY-20-VR2-4313-2007,VEMCO,VR2,4313,ManmadePlatform,ASF_ASF-CHBAY-20
OTN-Global,ASF-CHBAY-21-VR2-4314-2007,OTN-GlobalASFASF-CHBAY-21-VR2-4314-2007,VEMCO,VR2,4314,ManmadePlatform,ASF_ASF-CHBAY-21
OTN-Global,ASF-CHBAY-22-VR2-4316-2007,OTN-GlobalASFASF-CHBAY-22-VR2-4316-2007,VEMCO,VR2,4316,ManmadePlatform,ASF_ASF-CHBAY-22
OTN-Global,ASF-CHBAY-23-VR2-5009-2007,OTN-GlobalASFASF-CHBAY-23-VR2-5009-2007,VEMCO,VR2,5009,ManmadePlatform,ASF_ASF-CHBAY-23
OTN-Global,ASF-CHBAY-24-VR2-5010-2007,OTN-GlobalASFASF-CHBAY-24-VR2-5010-2007,VEMCO,VR2,5010,ManmadePlatform,ASF_ASF-CHBAY-24
OTN-Global,ASF-CHBAY-25-VR2-5011-2007,OTN-GlobalASFASF-CHBAY-25-VR2-5011-2007,VEMCO,VR2,5011,ManmadePlatform,ASF_ASF-CHBAY-25
OTN-Global,ASF-CHBAY-26-VR2-5012-2007,OTN-GlobalASFASF-CHBAY-26-VR2-5012-2007,VEMCO,VR2,5012,ManmadePlatform,ASF_ASF-CHBAY-26
OTN-Global,ASF-CHBAY-27-VR2-5013-2007,OTN-GlobalASFASF-CHBAY-27-VR2-5013-2007,VEMCO,VR2,5013,ManmadePlatform,ASF_ASF-CHBAY-27
OTN-Global,ASF-CHBAY-28-VR2-5016-2007,OTN-GlobalASFASF-CHBAY-28-VR2-5016-2007,VEMCO,VR2,5016,ManmadePlatform,ASF_ASF-CHBAY-28
OTN-Global,ASF-CHBAY-29-VR2-5021-2007,OTN-GlobalASFASF-CHBAY-29-VR2-5021-2007,VEMCO,VR2,5021,ManmadePlatform,ASF_ASF-CHBAY-29
OTN-Global,ASF-CHBAY-2-VR2-4288-2007,OTN-GlobalASFASF-CHBAY-2-VR2-4288-2007,VEMCO,VR2,4288,ManmadePlatform,ASF_ASF-CHBAY-2
OTN-Global,ASF-CHBAY-3-VR2-4290-2007,OTN-GlobalASFASF-CHBAY-3-VR2-4290-2007,VEMCO,VR2,4290,ManmadePlatform,ASF_ASF-CHBAY-3
OTN-Global,ASF-CHBAY-4-VR2-4291-2007,OTN-GlobalASFASF-CHBAY-4-VR2-4291-2007,VEMCO,VR2,4291,ManmadePlatform,ASF_ASF-CHBAY-4
OTN-Global,ASF-CHBAY-5-VR2-4292-2007,OTN-GlobalASFASF-CHBAY-5-VR2-4292-2007,VEMCO,VR2,4292,ManmadePlatform,ASF_ASF-CHBAY-5
OTN-Global,ASF-CHBAY-6-VR2-4293-2007,OTN-GlobalASFASF-CHBAY-6-VR2-4293-2007,VEMCO,VR2,4293,ManmadePlatform,ASF_ASF-CHBAY-6
OTN-Global,ASF-CHBAY-7-VR2-5017-2007,OTN-GlobalASFASF-CHBAY-7-VR2-5017-2007,VEMCO,VR2,5017,ManmadePlatform,ASF_ASF-CHBAY-7
OTN-Global,ASF-CHBAY-9-VR2-4300-2007,OTN-GlobalASFASF-CHBAY-9-VR2-4300-2007,VEMCO,VR2,4300,ManmadePlatform,ASF_ASF-CHBAY-9
OTN-Global,ASF-Deforest-2010-VR2-2610-2010,OTN-GlobalASFASF-Deforest-2010-VR2-2610-2010,VEMCO,VR2,2610,ManmadePlatform,ASF_ASF-Deforest-2010
OTN-Global,ASF-DOUGLASTOWN 2-VR2-1112-2009,OTN-GlobalASFASF-DOUGLASTOWN 2-VR2-1112-2009,VEMCO,VR2,1112,ManmadePlatform,ASF_ASF-DOUGLASTOWN 2
nep,JDF018-VR2-4169-293,nepJDFJDF018-VR2-4169-293,VEMCO,VR2,4169,ManmadePlatform,JDF_JDF018
OTN-Global,ASF-Down's Gulch-VR2-3353-2005,OTN-GlobalASFASF-Down's Gulch-VR2-3353-2005,VEMCO,VR2,3353,ManmadePlatform,ASF_ASF-Down's Gulch
OTN-Global,ASF-DoylesBr-VR2-3611-2005,OTN-GlobalASFASF-DoylesBr-VR2-3611-2005,VEMCO,VR2,3611,ManmadePlatform,ASF_ASF-DoylesBr
OTN-Global,ASF-East end of Beaubear Island-Chatham Side-VR2-1618-2007,OTN-GlobalASFASF-East end of Beaubear Island-Chatham Side-VR2-1618-2007,VEMCO,VR2,1618,ManmadePlatform,ASF_ASF-East end of Beaubear Island-Chatham Side
OTN-Global,ASF-East end of Beaubear Island-Strawberry Marsh-VR2-1178-2006,OTN-GlobalASFASF-East end of Beaubear Island-Strawberry Marsh-VR2-1178-2006,VEMCO,VR2,1178,ManmadePlatform,ASF_ASF-East end of Beaubear Island-Strawberry Marsh
OTN-Global,ASF-East end of Beaubear Island-Strawberry Marsh-VR2-1574-2007,OTN-GlobalASFASF-East end of Beaubear Island-Strawberry Marsh-VR2-1574-2007,VEMCO,VR2,1574,ManmadePlatform,ASF_ASF-East end of Beaubear Island-Strawberry Marsh
OTN-Global,ASF-East Line E-VR2-2595-2009,OTN-GlobalASFASF-East Line E-VR2-2595-2009,VEMCO,VR2,2595,ManmadePlatform,ASF_ASF-East Line E
OTN-Global,ASF-East Line F-VR2-1076-2009,OTN-GlobalASFASF-East Line F-VR2-1076-2009,VEMCO,VR2,1076,ManmadePlatform,ASF_ASF-East Line F
OTN-Global,ASF-East Line G-VR2-2884-2009,OTN-GlobalASFASF-East Line G-VR2-2884-2009,VEMCO,VR2,2884,ManmadePlatform,ASF_ASF-East Line G
OTN-Global,ASF-East Line H-VR2-2610-2009,OTN-GlobalASFASF-East Line H-VR2-2610-2009,VEMCO,VR2,2610,ManmadePlatform,ASF_ASF-East Line H
OTN-Global,ASF-Eel Ground-VR2-1177-2009,OTN-GlobalASFASF-Eel Ground-VR2-1177-2009,VEMCO,VR2,1177,ManmadePlatform,ASF_ASF-Eel Ground
OTN-Global,ASF-Eel Ground-VR2-1572-2006,OTN-GlobalASFASF-Eel Ground-VR2-1572-2006,VEMCO,VR2,1572,ManmadePlatform,ASF_ASF-Eel Ground
OTN-Global,ASF-Estuary-2009-VR2-2581-2009,OTN-GlobalASFASF-Estuary-2009-VR2-2581-2009,VEMCO,VR2,2581,ManmadePlatform,ASF_ASF-Estuary-2009
OTN-Global,ASF-Estuary center-VR2-3355-2009,OTN-GlobalASFASF-Estuary center-VR2-3355-2009,VEMCO,VR2,3355,ManmadePlatform,ASF_ASF-Estuary center
OTN-Global,ASF-Estuary-VR2-3350-2007,OTN-GlobalASFASF-Estuary-VR2-3350-2007,VEMCO,VR2,3350,ManmadePlatform,ASF_ASF-Estuary
OTN-Global,ASF-Guards Camp 1-VR2-3347-2007,OTN-GlobalASFASF-Guards Camp 1-VR2-3347-2007,VEMCO,VR2,3347,ManmadePlatform,ASF_ASF-Guards Camp 1
OTN-Global,ASF-Guards Camp 1-VR2-3351-2008,OTN-GlobalASFASF-Guards Camp 1-VR2-3351-2008,VEMCO,VR2,3351,ManmadePlatform,ASF_ASF-Guards Camp 1
OTN-Global,ASF-Guards Camp 1-VR2-3351-2009,OTN-GlobalASFASF-Guards Camp 1-VR2-3351-2009,VEMCO,VR2,3351,ManmadePlatform,ASF_ASF-Guards Camp 1
OTN-Global,ASF-Guards Camp 1-VR2W-109394-2010,OTN-GlobalASFASF-Guards Camp 1-VR2W-109394-2010,VEMCO,VR2W,109394,ManmadePlatform,ASF_ASF-Guards Camp 1
OTN-Global,ASF-Gulf A-VR2W-109399-2010,OTN-GlobalASFASF-Gulf A-VR2W-109399-2010,VEMCO,VR2W,109399,ManmadePlatform,ASF_ASF-Gulf A
OTN-Global,ASF-Gulf B-VR2W-109518-2010,OTN-GlobalASFASF-Gulf B-VR2W-109518-2010,VEMCO,VR2W,109518,ManmadePlatform,ASF_ASF-Gulf B
OTN-Global,ASF-Gulf C-VR2-3337-2010,OTN-GlobalASFASF-Gulf C-VR2-3337-2010,VEMCO,VR2,3337,ManmadePlatform,ASF_ASF-Gulf C
OTN-Global,ASF-Gulf D-VR2W-109403-2010,OTN-GlobalASFASF-Gulf D-VR2W-109403-2010,VEMCO,VR2W,109403,ManmadePlatform,ASF_ASF-Gulf D
OTN-Global,ASF-Gulf E-VR2W-106195-2010,OTN-GlobalASFASF-Gulf E-VR2W-106195-2010,VEMCO,VR2W,106195,ManmadePlatform,ASF_ASF-Gulf E
OTN-Global,ASF-Gulf F-VR2W-109525-2010,OTN-GlobalASFASF-Gulf F-VR2W-109525-2010,VEMCO,VR2W,109525,ManmadePlatform,ASF_ASF-Gulf F
OTN-Global,ASF-Gulf G-VR2W-109527-2010,OTN-GlobalASFASF-Gulf G-VR2W-109527-2010,VEMCO,VR2W,109527,ManmadePlatform,ASF_ASF-Gulf G
OTN-Global,ASF-Gulf H-VR2W-105853-2010,OTN-GlobalASFASF-Gulf H-VR2W-105853-2010,VEMCO,VR2W,105853,ManmadePlatform,ASF_ASF-Gulf H
OTN-Global,ASF-Gulf I-VR2W-100701-2010,OTN-GlobalASFASF-Gulf I-VR2W-100701-2010,VEMCO,VR2W,100701,ManmadePlatform,ASF_ASF-Gulf I
OTN-Global,ASF-Gulf J-VR2W-104568-2010,OTN-GlobalASFASF-Gulf J-VR2W-104568-2010,VEMCO,VR2W,104568,ManmadePlatform,ASF_ASF-Gulf J
OTN-Global,ASF-Gulf K-VR2W-109395-2010,OTN-GlobalASFASF-Gulf K-VR2W-109395-2010,VEMCO,VR2W,109395,ManmadePlatform,ASF_ASF-Gulf K
OTN-Global,ASF-Gulf L-VR2W-109402-2010,OTN-GlobalASFASF-Gulf L-VR2W-109402-2010,VEMCO,VR2W,109402,ManmadePlatform,ASF_ASF-Gulf L
OTN-Global,ASF-Gulf M-VR2W-109397-2010,OTN-GlobalASFASF-Gulf M-VR2W-109397-2010,VEMCO,VR2W,109397,ManmadePlatform,ASF_ASF-Gulf M
OTN-Global,ASF-Gulf N-VR2W-109396-2010,OTN-GlobalASFASF-Gulf N-VR2W-109396-2010,VEMCO,VR2W,109396,ManmadePlatform,ASF_ASF-Gulf N
OTN-Global,ASF-Gulf O-VR2W-109401-2010,OTN-GlobalASFASF-Gulf O-VR2W-109401-2010,VEMCO,VR2W,109401,ManmadePlatform,ASF_ASF-Gulf O
OTN-Global,ASF-Head of Tide 1-VR2-2582-2006,OTN-GlobalASFASF-Head of Tide 1-VR2-2582-2006,VEMCO,VR2,2582,ManmadePlatform,ASF_ASF-Head of Tide 1
OTN-Global,ASF-Head of Tide 1-VR2-2594-2005,OTN-GlobalASFASF-Head of Tide 1-VR2-2594-2005,VEMCO,VR2,2594,ManmadePlatform,ASF_ASF-Head of Tide 1
OTN-Global,ASF-Head of Tide 2-VR2-2587-2006,OTN-GlobalASFASF-Head of Tide 2-VR2-2587-2006,VEMCO,VR2,2587,ManmadePlatform,ASF_ASF-Head of Tide 2
OTN-Global,ASF-Head of Tide 2-VR2-2595-2005,OTN-GlobalASFASF-Head of Tide 2-VR2-2595-2005,VEMCO,VR2,2595,ManmadePlatform,ASF_ASF-Head of Tide 2
OTN-Global,ASF-Head of Tide 2-VR2-3331-2007,OTN-GlobalASFASF-Head of Tide 2-VR2-3331-2007,VEMCO,VR2,3331,ManmadePlatform,ASF_ASF-Head of Tide 2
OTN-Global,ASF-Head of Tide 3-VR2-2357-2007,OTN-GlobalASFASF-Head of Tide 3-VR2-2357-2007,VEMCO,VR2,2357,ManmadePlatform,ASF_ASF-Head of Tide 3
OTN-Global,ASF-Head of Tide 3-VR2-2596-2005,OTN-GlobalASFASF-Head of Tide 3-VR2-2596-2005,VEMCO,VR2,2596,ManmadePlatform,ASF_ASF-Head of Tide 3
OTN-Global,ASF-Head of Tide 4-VR2-2597-2005,OTN-GlobalASFASF-Head of Tide 4-VR2-2597-2005,VEMCO,VR2,2597,ManmadePlatform,ASF_ASF-Head of Tide 4
OTN-Global,ASF-Head of Tide 5-VR2-2598-2005,OTN-GlobalASFASF-Head of Tide 5-VR2-2598-2005,VEMCO,VR2,2598,ManmadePlatform,ASF_ASF-Head of Tide 5
OTN-Global,ASF-HG1-VR2-4297-2005,OTN-GlobalASFASF-HG1-VR2-4297-2005,VEMCO,VR2,4297,ManmadePlatform,ASF_ASF-HG1
OTN-Global,ASF-HG2-VR2-4298-2005,OTN-GlobalASFASF-HG2-VR2-4298-2005,VEMCO,VR2,4298,ManmadePlatform,ASF_ASF-HG2
OTN-Global,ASF-Neguac 2 2006-VR2-1921-2006,OTN-GlobalASFASF-Neguac 2 2006-VR2-1921-2006,VEMCO,VR2,1921,ManmadePlatform,ASF_ASF-Neguac 2 2006
OTN-Global,ASF-HOME POOL RUNNYMEDE-VR2-3341-2005,OTN-GlobalASFASF-HOME POOL RUNNYMEDE-VR2-3341-2005,VEMCO,VR2,3341,ManmadePlatform,ASF_ASF-HOME POOL RUNNYMEDE
OTN-Global,ASF-Huckleberry Gully 1-VR2-2360-2006,OTN-GlobalASFASF-Huckleberry Gully 1-VR2-2360-2006,VEMCO,VR2,2360,ManmadePlatform,ASF_ASF-Huckleberry Gully 1
OTN-Global,ASF-Huckleberry Gully 1-VR2-2606-2007,OTN-GlobalASFASF-Huckleberry Gully 1-VR2-2606-2007,VEMCO,VR2,2606,ManmadePlatform,ASF_ASF-Huckleberry Gully 1
OTN-Global,ASF-Huckleberry Gully 1-VR2-2606-2009,OTN-GlobalASFASF-Huckleberry Gully 1-VR2-2606-2009,VEMCO,VR2,2606,ManmadePlatform,ASF_ASF-Huckleberry Gully 1
OTN-Global,ASF-Huckleberry Gully 1-VR2-2607-2007,OTN-GlobalASFASF-Huckleberry Gully 1-VR2-2607-2007,VEMCO,VR2,2607,ManmadePlatform,ASF_ASF-Huckleberry Gully 1
OTN-Global,ASF-Huckleberry Gully 2-VR2-2581-2006,OTN-GlobalASFASF-Huckleberry Gully 2-VR2-2581-2006,VEMCO,VR2,2581,ManmadePlatform,ASF_ASF-Huckleberry Gully 2
OTN-Global,ASF-Huckleberry Gully 2-VR2-2607-2009,OTN-GlobalASFASF-Huckleberry Gully 2-VR2-2607-2009,VEMCO,VR2,2607,ManmadePlatform,ASF_ASF-Huckleberry Gully 2
OTN-Global,ASF-Huckleberry Gully 2-VR2-2607-2010,OTN-GlobalASFASF-Huckleberry Gully 2-VR2-2607-2010,VEMCO,VR2,2607,ManmadePlatform,ASF_ASF-Huckleberry Gully 2
OTN-Global,ASF-Inner Arc 1-2009-VR2-1014-2009,OTN-GlobalASFASF-Inner Arc 1-2009-VR2-1014-2009,VEMCO,VR2,1014,ManmadePlatform,ASF_ASF-Inner Arc 1-2009
OTN-Global,ASF-Inner Arc 1-2010-VR2W-105524-2010,OTN-GlobalASFASF-Inner Arc 1-2010-VR2W-105524-2010,VEMCO,VR2W,105524,ManmadePlatform,ASF_ASF-Inner Arc 1-2010
OTN-Global,ASF-Inner Arc 2-2009-VR2-1018-2009,OTN-GlobalASFASF-Inner Arc 2-2009-VR2-1018-2009,VEMCO,VR2,1018,ManmadePlatform,ASF_ASF-Inner Arc 2-2009
OTN-Global,ASF-Inner Arc 2-2010-VR2W-106313-2010,OTN-GlobalASFASF-Inner Arc 2-2010-VR2W-106313-2010,VEMCO,VR2W,106313,ManmadePlatform,ASF_ASF-Inner Arc 2-2010
OTN-Global,ASF-Inner Arc 3-2009-VR2-1091-2009,OTN-GlobalASFASF-Inner Arc 3-2009-VR2-1091-2009,VEMCO,VR2,1091,ManmadePlatform,ASF_ASF-Inner Arc 3-2009
OTN-Global,ASF-Inner Arc 3-2010-VR2-5031-2010,OTN-GlobalASFASF-Inner Arc 3-2010-VR2-5031-2010,VEMCO,VR2,5031,ManmadePlatform,ASF_ASF-Inner Arc 3-2010
OTN-Global,ASF-Inner Arc 4-2009-VR2-1077-2009,OTN-GlobalASFASF-Inner Arc 4-2009-VR2-1077-2009,VEMCO,VR2,1077,ManmadePlatform,ASF_ASF-Inner Arc 4-2009
OTN-Global,ASF-Inner Arc 4-2010-VR2-5027-2010,OTN-GlobalASFASF-Inner Arc 4-2010-VR2-5027-2010,VEMCO,VR2,5027,ManmadePlatform,ASF_ASF-Inner Arc 4-2010
OTN-Global,ASF-Inner Arc 5-2009-VR2-1013-2009,OTN-GlobalASFASF-Inner Arc 5-2009-VR2-1013-2009,VEMCO,VR2,1013,ManmadePlatform,ASF_ASF-Inner Arc 5-2009
OTN-Global,ASF-INSHORE OF BAY DU VIN ISLAND-VR2-2585-2009,OTN-GlobalASFASF-INSHORE OF BAY DU VIN ISLAND-VR2-2585-2009,VEMCO,VR2,2585,ManmadePlatform,ASF_ASF-INSHORE OF BAY DU VIN ISLAND
OTN-Global,ASF-Jimmies Hole-VR2-1117-2007,OTN-GlobalASFASF-Jimmies Hole-VR2-1117-2007,VEMCO,VR2,1117,ManmadePlatform,ASF_ASF-Jimmies Hole
