platform_project_reference,datacenter_reference,platform_reference_id,platform_guid,platform_type,platform_depth,platform_name,latitude,longitude
ALS,OTN-Global,Octagon-R14,OTN-GlobalALSOctagon-R14,Underwater mooring,1,Octagon-R14,74.74048,-95.04814
ALS,OTN-Global,Octagon-ST01,OTN-GlobalALSOctagon-ST01,Underwater mooring,Null,Octagon-ST01,74.74286,-95.05362
ALS,OTN-Global,Octagon-ST02,OTN-GlobalALSOctagon-ST02,Underwater mooring,Null,Octagon-ST02,74.7425,-95.05345
ALS,OTN-Global,Octagon-ST03,OTN-GlobalALSOctagon-ST03,Underwater mooring,Null,Octagon-ST03,74.74286,-95.05362
ALS,OTN-Global,Octagon-ST04,OTN-GlobalALSOctagon-ST04,Underwater mooring,Null,Octagon-ST04,74.7425,-95.05345
ALS,OTN-Global,Octagon-ST05,OTN-GlobalALSOctagon-ST05,Underwater mooring,Null,Octagon-ST05,74.74106,-95.04994
ALS,OTN-Global,Pentagon-R01,OTN-GlobalALSPentagon-R01,Underwater mooring,9,Pentagon-R01,74.7427,-95.06689
ALS,OTN-Global,Pentagon-R02,OTN-GlobalALSPentagon-R02,Underwater mooring,Null,Pentagon-R02,74.73913,-95.05956
ALS,OTN-Global,Pentagon-R03,OTN-GlobalALSPentagon-R03,Underwater mooring,4.5,Pentagon-R03,74.73763,-95.05409
ALS,OTN-Global,Pentagon-R04,OTN-GlobalALSPentagon-R04,Underwater mooring,Null,Pentagon-R04,74.74083,-95.04848
ALS,OTN-Global,Pentagon-R05,OTN-GlobalALSPentagon-R05,Underwater mooring,6.7,Pentagon-R05,74.74413,-95.05431
ALS,OTN-Global,Pentagon-R06,OTN-GlobalALSPentagon-R06,Underwater mooring,9.1,Pentagon-R06,74.74271,-95.0541
ALS,OTN-Global,Pentagon-R07,OTN-GlobalALSPentagon-R07,Underwater mooring,Null,Pentagon-R07,74.74267,-95.05243
ALS,OTN-Global,Pentagon-R08,OTN-GlobalALSPentagon-R08,Underwater mooring,2,Pentagon-R08,74.74081,-95.05868
ALS,OTN-Global,Pentagon-R09,OTN-GlobalALSPentagon-R09,Underwater mooring,2.9,Pentagon-R09,74.7411,-95.05048
ALS,OTN-Global,Pentagon-R10,OTN-GlobalALSPentagon-R10,Underwater mooring,2.9,Pentagon-R10,74.73745,-95.05187
ALS,OTN-Global,Pentagon-R11,OTN-GlobalALSPentagon-R11,Underwater mooring,7.5,Pentagon-R11,74.73795,-95.06003
ALS,OTN-Global,Pentagon-R12,OTN-GlobalALSPentagon-R12,Underwater mooring,8.8,Pentagon-R12,74.73596,-95.0559
ALS,OTN-Global,Pentagon-ST01,OTN-GlobalALSPentagon-ST01,Underwater mooring,Null,Pentagon-ST01,74.74081,-95.05868
ALS,OTN-Global,Pentagon-ST02,OTN-GlobalALSPentagon-ST02,Underwater mooring,Null,Pentagon-ST02,74.74281,-95.05578
ALS,OTN-Global,RB1,OTN-GlobalALSRB1,Underwater mooring,19,RB1,74.6911,-94.8621
ALS,OTN-Global,RB10,OTN-GlobalALSRB10,Underwater mooring,26,RB10,74.6827,-94.8719
ALS,OTN-Global,RB11,OTN-GlobalALSRB11,Underwater mooring,32,RB11,74.6828,-94.8618
ALS,OTN-Global,RB12,OTN-GlobalALSRB12,Underwater mooring,18,RB12,74.6828,-94.8515
ALS,OTN-Global,RB13,OTN-GlobalALSRB13,Underwater mooring,23,RB13,74.6828,-94.8413
ALS,OTN-Global,RB14,OTN-GlobalALSRB14,Underwater mooring,19,RB14,74.6799,-94.8719
ALS,OTN-Global,RB15,OTN-GlobalALSRB15,Underwater mooring,23,RB15,74.68,-94.8616
ALS,OTN-Global,RB16,OTN-GlobalALSRB16,Underwater mooring,25,RB16,74.68,-94.8514
ALS,OTN-Global,RB17,OTN-GlobalALSRB17,Underwater mooring,19,RB17,74.68,-94.8412
ALS,OTN-Global,RB18,OTN-GlobalALSRB18,Underwater mooring,16,RB18,74.68,-94.8309
ALS,OTN-Global,RB19,OTN-GlobalALSRB19,Underwater mooring,16,RB19,74.6772,-94.8716
ALS,OTN-Global,RB2,OTN-GlobalALSRB2,Underwater mooring,18,RB2,74.6911,-94.8519
ALS,OTN-Global,RB20,OTN-GlobalALSRB20,Underwater mooring,13,RB20,74.6772,-94.8615
ALS,OTN-Global,RB21,OTN-GlobalALSRB21,Underwater mooring,20,RB21,74.6772,-94.8513
ALS,OTN-Global,RB22,OTN-GlobalALSRB22,Underwater mooring,23,RB22,74.6772,-94.841
ALS,OTN-Global,RB23,OTN-GlobalALSRB23,Underwater mooring,26,RB23,74.6773,-94.8308
ALS,OTN-Global,RB23-2014,OTN-GlobalALSRB23-2014,Underwater mooring,Null,RB23-2014,74.6772,-94.8229
ALS,OTN-Global,RB24,OTN-GlobalALSRB24,Underwater mooring,17,RB24,74.6773,-94.8206
ALS,OTN-Global,RB25,OTN-GlobalALSRB25,Underwater mooring,13,RB25,74.6744,-94.8715
ALS,OTN-Global,RB26,OTN-GlobalALSRB26,Underwater mooring,15,RB26,74.6745,-94.8614
ALS,OTN-Global,RB27,OTN-GlobalALSRB27,Underwater mooring,14,RB27,74.6745,-94.8511
ALS,OTN-Global,RB28,OTN-GlobalALSRB28,Underwater mooring,12,RB28,74.6745,-94.8409
ALS,OTN-Global,RB29,OTN-GlobalALSRB29,Underwater mooring,20,RB29,74.6746,-94.8307
ALS,OTN-Global,RB3,OTN-GlobalALSRB3,Underwater mooring,15,RB3,74.6882,-94.8722
ALS,OTN-Global,RB30,OTN-GlobalALSRB30,Underwater mooring,20,RB30,74.6746,-94.8205
ALS,OTN-Global,RB31,OTN-GlobalALSRB31,Underwater mooring,12,RB31,74.6716,-94.8715
ALS,OTN-Global,RB32,OTN-GlobalALSRB32,Underwater mooring,14,RB32,74.6717,-94.8612
ALS,OTN-Global,RB33,OTN-GlobalALSRB33,Underwater mooring,15,RB33,74.6717,-94.851
ALS,OTN-Global,RB34,OTN-GlobalALSRB34,Underwater mooring,13,RB34,74.6717,-94.8409
ALS,OTN-Global,RB35,OTN-GlobalALSRB35,Underwater mooring,16,RB35,74.6717,-94.8306
ALS,OTN-Global,RB36,OTN-GlobalALSRB36,Underwater mooring,20,RB36,74.6718,-94.8204
ALS,OTN-Global,RB37,OTN-GlobalALSRB37,Underwater mooring,9,RB37,74.6689,-94.8711
ALS,OTN-Global,RB38,OTN-GlobalALSRB38,Underwater mooring,20,RB38,74.6689,-94.861
ALS,OTN-Global,RB39,OTN-GlobalALSRB39,Underwater mooring,17,RB39,74.6689,-94.8509
ALS,OTN-Global,RB4,OTN-GlobalALSRB4,Underwater mooring,17,RB4,74.6883,-94.8619
ALS,OTN-Global,RB40,OTN-GlobalALSRB40,Underwater mooring,14,RB40,74.6689,-94.8407
ALS,OTN-Global,RB41,OTN-GlobalALSRB41,Underwater mooring,20,RB41,74.669,-94.8305
ALS,OTN-Global,RB42,OTN-GlobalALSRB42,Underwater mooring,21,RB42,74.669,-94.8202
ALS,OTN-Global,RB5,OTN-GlobalALSRB5,Underwater mooring,23,RB5,74.6883,-94.8518
ALS,OTN-Global,RB6,OTN-GlobalALSRB6,Underwater mooring,20,RB6,74.6855,-94.8722
ALS,OTN-Global,RB7,OTN-GlobalALSRB7,Underwater mooring,25,RB7,74.6855,-94.8619
ALS,OTN-Global,RB8,OTN-GlobalALSRB8,Underwater mooring,25,RB8,74.6855,-94.8517
ALS,OTN-Global,RB9,OTN-GlobalALSRB9,Underwater mooring,15,RB9,74.6855,-94.8414
ALS,OTN-Global,RBBP2,OTN-GlobalALSRBBP2,Underwater mooring,29,RBBP2,74.6848,-94.8593
ALS,OTN-Global,RBBP3,OTN-GlobalALSRBBP3,Underwater mooring,29,RBBP3,74.6479,-94.833
ALS,OTN-Global,RBBP3-2014,OTN-GlobalALSRBBP3-2014,Underwater mooring,Null,RBBP3-2014,74.6248,-94.9142
ALS,OTN-Global,RBCP1,OTN-GlobalALSRBCP1,Underwater mooring,46,RBCP1,74.6479,-94.833
ALS,OTN-Global,RBD1,OTN-GlobalALSRBD1,Underwater mooring,60,RBD1,74.6559,-94.9084
ALS,OTN-Global,RBD10,OTN-GlobalALSRBD10,Underwater mooring,60,RBD10,74.6459,-94.8262
ALS,OTN-Global,RBD11,OTN-GlobalALSRBD11,Underwater mooring,60,RBD11,74.6448,-94.8168
ALS,OTN-Global,RBD12,OTN-GlobalALSRBD12,Underwater mooring,60,RBD12,74.6436,-94.8078
ALS,OTN-Global,RBD13,OTN-GlobalALSRBD13,Underwater mooring,60,RBD13,74.6425,-94.7988
ALS,OTN-Global,RBD14,OTN-GlobalALSRBD14,Underwater mooring,60,RBD14,74.6474,-94.9129
ALS,OTN-Global,RBD15,OTN-GlobalALSRBD15,Underwater mooring,60,RBD15,74.6463,-94.9037
ALS,OTN-Global,RBD16,OTN-GlobalALSRBD16,Underwater mooring,60,RBD16,74.6452,-94.8945
ALS,OTN-Global,RBD17,OTN-GlobalALSRBD17,Underwater mooring,60,RBD17,74.6439,-94.885
ALS,OTN-Global,RBD18,OTN-GlobalALSRBD18,Underwater mooring,60,RBD18,74.6428,-94.8754
ALS,OTN-Global,RBD19,OTN-GlobalALSRBD19,Underwater mooring,60,RBD19,74.6417,-94.8664
ALS,OTN-Global,RBD2,OTN-GlobalALSRBD2,Underwater mooring,60,RBD2,74.6548,-94.8993
ALS,OTN-Global,RBD20,OTN-GlobalALSRBD20,Underwater mooring,60,RBD20,74.6406,-94.8574
ALS,OTN-Global,RBD21,OTN-GlobalALSRBD21,Underwater mooring,60,RBD21,74.6395,-94.8482
ALS,OTN-Global,RBD22,OTN-GlobalALSRBD22,Underwater mooring,60,RBD22,74.6383,-94.8393
ALS,OTN-Global,RBD23,OTN-GlobalALSRBD23,Underwater mooring,60,RBD23,74.6372,-94.83
ALS,OTN-Global,RBD24,OTN-GlobalALSRBD24,Underwater mooring,60,RBD24,74.636,-94.8204
ALS,OTN-Global,RBD25,OTN-GlobalALSRBD25,Underwater mooring,60,RBD25,74.6349,-94.8112
ALS,OTN-Global,RBD3,OTN-GlobalALSRBD3,Underwater mooring,60,RBD3,74.6537,-94.89
ALS,OTN-Global,RBD4,OTN-GlobalALSRBD4,Underwater mooring,60,RBD4,74.6525,-94.8805
ALS,OTN-Global,RBD5,OTN-GlobalALSRBD5,Underwater mooring,60,RBD5,74.6513,-94.8708
ALS,OTN-Global,RBD6,OTN-GlobalALSRBD6,Underwater mooring,60,RBD6,74.6502,-94.8614
ALS,OTN-Global,RBD7,OTN-GlobalALSRBD7,Underwater mooring,60,RBD7,74.6491,-94.8523
ALS,OTN-Global,RBD8,OTN-GlobalALSRBD8,Underwater mooring,60,RBD8,74.648,-94.8432
ALS,OTN-Global,RBR1,OTN-GlobalALSRBR1,Underwater mooring,21,RBR1,74.6903,-94.8621
ALS,OTN-Global,RBR2,OTN-GlobalALSRBR2,Underwater mooring,17,RBR2,74.68179,-94.86156
ALS,OTN-Global,RBR3,OTN-GlobalALSRBR3,Underwater mooring,23,RBR3,74.68223,-94.86169
ALS,OTN-Global,RBVPS1,OTN-GlobalALSRBVPS1,Underwater mooring,23,RBVPS1,74.6897,-94.857
ALS,OTN-Global,RBVPS10,OTN-GlobalALSRBVPS10,Underwater mooring,23,RBVPS10,74.6841,-94.8721
ALS,OTN-Global,RBVPS11,OTN-GlobalALSRBVPS11,Underwater mooring,27,RBVPS11,74.6841,-94.867
ALS,OTN-Global,RBVPS12,OTN-GlobalALSRBVPS12,Underwater mooring,28,RBVPS12,74.6841,-94.8619
ALS,OTN-Global,RBVPS13,OTN-GlobalALSRBVPS13,Underwater mooring,29,RBVPS13,74.6842,-94.8567
ALS,OTN-Global,RBVPS14,OTN-GlobalALSRBVPS14,Underwater mooring,25,RBVPS14,74.6842,-94.8516
ALS,OTN-Global,RBVPS15,OTN-GlobalALSRBVPS15,Underwater mooring,26,RBVPS15,74.6828,-94.8566
ALS,OTN-Global,RBVPS16,OTN-GlobalALSRBVPS16,Underwater mooring,29,RBVPS16,74.6813,-94.8616
ALS,OTN-Global,RBVPS17,OTN-GlobalALSRBVPS17,Underwater mooring,25,RBVPS17,74.6828,-94.8668
ALS,OTN-Global,RBVPS2,OTN-GlobalALSRBVPS2,Underwater mooring,21,RBVPS2,74.6897,-94.8519
ALS,OTN-Global,RBVPS3,OTN-GlobalALSRBVPS3,Underwater mooring,24,RBVPS3,74.6883,-94.8568
ALS,OTN-Global,RBVPS4,OTN-GlobalALSRBVPS4,Underwater mooring,21,RBVPS4,74.6868,-94.8671
ALS,OTN-Global,RBVPS5,OTN-GlobalALSRBVPS5,Underwater mooring,19,RBVPS5,74.6869,-94.862
ALS,OTN-Global,RBVPS6,OTN-GlobalALSRBVPS6,Underwater mooring,25,RBVPS6,74.6869,-94.8567
ALS,OTN-Global,RBVPS7,OTN-GlobalALSRBVPS7,Underwater mooring,23,RBVPS7,74.6869,-94.8518
ALS,OTN-Global,RBVPS8,OTN-GlobalALSRBVPS8,Underwater mooring,22,RBVPS8,74.6855,-94.8671
ALS,OTN-Global,RBVPS9,OTN-GlobalALSRBVPS9,Underwater mooring,26,RBVPS9,74.6855,-94.8568
ALS,OTN-Global,Rockface-R01,OTN-GlobalALSRockface-R01,Underwater mooring,2.9,Rockface-R01,74.73757,-95.0522
ALS,OTN-Global,Rockface-R02,OTN-GlobalALSRockface-R02,Underwater mooring,Null,Rockface-R02,74.73737,-95.05317
ALS,OTN-Global,Rockface-R03,OTN-GlobalALSRockface-R03,Underwater mooring,4.4,Rockface-R03,74.73734,-95.05357
ALS,OTN-Global,Rockface-R04,OTN-GlobalALSRockface-R04,Underwater mooring,Null,Rockface-R04,74.73654,-95.05036
ALS,OTN-Global,Rockface-R05,OTN-GlobalALSRockface-R05,Underwater mooring,10.3,Rockface-R05,74.73643,-95.05361
ALS,OTN-Global,Rockface-R06,OTN-GlobalALSRockface-R06,Underwater mooring,Null,Rockface-R06,74.73651,-95.05366
ALS,OTN-Global,Rockface-R07,OTN-GlobalALSRockface-R07,Underwater mooring,2.7,Rockface-R07,74.73564,-95.05015
ALS,OTN-Global,Rockface-R08,OTN-GlobalALSRockface-R08,Underwater mooring,14,Rockface-R08,74.73549,-95.05397
ALS,OTN-Global,Rockface-R09,OTN-GlobalALSRockface-R09,Underwater mooring,Null,Rockface-R09,74.73543,-95.05419
ALS,OTN-Global,Rockface-R10,OTN-GlobalALSRockface-R10,Underwater mooring,3.1,Rockface-R10,74.73463,-95.05037
ALS,OTN-Global,Rockface-R11,OTN-GlobalALSRockface-R11,Underwater mooring,9.5,Rockface-R11,74.73469,-95.05372
ALS,OTN-Global,Rockface-R12,OTN-GlobalALSRockface-R12,Underwater mooring,Null,Rockface-R12,74.73468,-95.05405
ALS,OTN-Global,Rockface-R13,OTN-GlobalALSRockface-R13,Underwater mooring,8.1,Rockface-R13,74.73386,-95.05103
ALS,OTN-Global,Rockface-R14,OTN-GlobalALSRockface-R14,Underwater mooring,Null,Rockface-R14,74.73378,-95.05379
ALS,OTN-Global,Rockface-R15,OTN-GlobalALSRockface-R15,Underwater mooring,Null,Rockface-R15,74.73383,-95.05408
ALS,OTN-Global,Rockface-ST01,OTN-GlobalALSRockface-ST01,Underwater mooring,Null,Rockface-ST01,74.73687,-95.05189
ALS,OTN-Global,Rockface-ST02,OTN-GlobalALSRockface-ST02,Underwater mooring,Null,Rockface-ST02,74.73575,-95.05139
ANL,OTN-Global,ANL001 - Near shore,OTN-GlobalANLANL001 - Near shore,Underwater mooring,6.4,ANL001 - Near shore,65.3399,-71.6765
ANL,OTN-Global,ANL002 - Middle,OTN-GlobalANLANL002 - Middle,Underwater mooring,5.3,ANL002 - Middle,65.3429,-71.66
ANL,OTN-Global,ANL003 - Far shore,OTN-GlobalANLANL003 - Far shore,Underwater mooring,6.1,ANL003 - Far shore,65.3403,-71.6422
ANL,OTN-Global,ANL004,OTN-GlobalANLANL004,Underwater mooring,7.9,ANL004,65.4413,-71.7036
ANL,OTN-Global,ANL004 - DS Akatouga Falls,OTN-GlobalANLANL004 - DS Akatouga Falls,Underwater mooring,6.3,ANL004 - DS Akatouga Falls,65.4923,-71.623
ANL,OTN-Global,ANL005,OTN-GlobalANLANL005,Underwater mooring,8.1,ANL005,65.7436,-71.3615
ANL,OTN-Global,ANL005 - DS Twisted Sisters,OTN-GlobalANLANL005 - DS Twisted Sisters,Underwater mooring,5.1,ANL005 - DS Twisted Sisters,65.8158,-71.2945
ANL,OTN-Global,ANL006,OTN-GlobalANLANL006,Underwater mooring,5.3,ANL006,65.8158,-71.2854
ANL,OTN-Global,ANL006 - Overwinter Lake?,OTN-GlobalANLANL006 - Overwinter Lake?,Underwater mooring,9.5,ANL006 - Overwinter Lake?,65.9001,-71.3032
ANL,OTN-Global,ANL006 NEW,OTN-GlobalANLANL006 NEW,Underwater mooring,8.2,ANL006 NEW,65.9443,-71.2998
ANL,OTN-Global,ANL007,OTN-GlobalANLANL007,Underwater mooring,8.7,ANL007,65.9402,-71.294
ANL,OTN-Global,ANL007 - US confluence,OTN-GlobalANLANL007 - US confluence,Underwater mooring,7.3,ANL007 - US confluence,65.9402,-71.2936
ANL,OTN-Global,ANL007 NEW ALT,OTN-GlobalANLANL007 NEW ALT,Underwater mooring,6.5,ANL007 NEW ALT,65.567,-71.5264
ANL,OTN-Global,ANL008,OTN-GlobalANLANL008,Underwater mooring,7.4,ANL008,65.9443,-71.2998
ANL,OTN-Global,ANL008 - Confluence,OTN-GlobalANLANL008 - Confluence,Underwater mooring,6.9,ANL008 - Confluence,65.9443,-71.2998
ANL,OTN-Global,ANL008 NEW ALT,OTN-GlobalANLANL008 NEW ALT,Underwater mooring,5.4,ANL008 NEW ALT,65.8159,-71.294
ANL,OTN-Global,ANL009 NEW ALT,OTN-GlobalANLANL009 NEW ALT,Underwater mooring,7.9,ANL009 NEW ALT,65.9402,-71.294
ANL,OTN-Global,ANL010 NEW ALT,OTN-GlobalANLANL010 NEW ALT,Underwater mooring,8.6,ANL010 NEW ALT,65.7455,-71.3645
ANL,OTN-Global,Lake ANL001,OTN-GlobalANLLake ANL001,Underwater mooring,5.5,Lake ANL001,66.5842,-71.4874
ANL,OTN-Global,Lake ANL002,OTN-GlobalANLLake ANL002,Underwater mooring,5.7,Lake ANL002,66.5853,-71.466
ANL,OTN-Global,Lake ANL003,OTN-GlobalANLLake ANL003,Underwater mooring,6.8,Lake ANL003,66.5678,-71.3037
ANL,OTN-Global,Lake ANL004,OTN-GlobalANLLake ANL004,Underwater mooring,7,Lake ANL004,66.5725,-71.3019
ANL,OTN-Global,Lake ANL005,OTN-GlobalANLLake ANL005,Underwater mooring,5.3,Lake ANL005,66.5462,-71.2749
ANL,OTN-Global,Lake ANL006,OTN-GlobalANLLake ANL006,Underwater mooring,7.5,Lake ANL006,66.5839,-71.298
ANL,OTN-Global,Lake Range Tags,OTN-GlobalANLLake Range Tags,Underwater mooring,5.1,Lake Range Tags,66.58328333,-71.45345
ANL,OTN-Global,River Range Tag - 125 m,OTN-GlobalANLRiver Range Tag - 125 m,Underwater mooring,7.4,River Range Tag - 125 m,65.94119444,-71.29561111
ANL,OTN-Global,River Range Tag - 250 m,OTN-GlobalANLRiver Range Tag - 250 m,Underwater mooring,6.7,River Range Tag - 250 m,65.94644444,-71.30133333
ANT,OTN-Global,ANT-Beaver Meadow,OTN-GlobalANTANT-Beaver Meadow,Underwater mooring,1,ANT-Beaver Meadow,45.55634,-62.10234
ANT,OTN-Global,ANT-Ohio R,OTN-GlobalANTANT-Ohio R,Underwater mooring,1.5,ANT-Ohio R,45.53031,-62.0756
ANT,OTN-Global,ANT-ST-RT100-150,OTN-GlobalANTANT-ST-RT100-150,Underwater mooring,2,ANT-ST-RT100-150,45.64122,-61.92882
ANT,OTN-Global,ANT-ST-RT50-200,OTN-GlobalANTANT-ST-RT50-200,Underwater mooring,2,ANT-ST-RT50-200,45.64077,-61.92883
ANT,OTN-Global,ANT-ST-RT50-300,OTN-GlobalANTANT-ST-RT50-300,Underwater mooring,2,ANT-ST-RT50-300,45.64585,-61.92932
ANT,OTN-Global,ANT-White Rock Spring,OTN-GlobalANTANT-White Rock Spring,Underwater mooring,2.3,ANT-White Rock Spring,45.55452,-62.09005
ANT,OTN-Global,FW1 WRR,OTN-GlobalANTFW1 WRR,Underwater mooring,1,FW1 WRR,45.62515,-61.97335
ANT,OTN-Global,FW2 WRR,OTN-GlobalANTFW2 WRR,Underwater mooring,1,FW2 WRR,45.62261,-61.97826
ANT,OTN-Global,FW3 WR,OTN-GlobalANTFW3 WR,Underwater mooring,1,FW3 WR,45.62101,-61.97632
ANT,OTN-Global,FW4 WR,OTN-GlobalANTFW4 WR,Underwater mooring,2,FW4 WR,45.6227,-61.96435
ANT,OTN-Global,FW5 SR,OTN-GlobalANTFW5 SR,Underwater mooring,1,FW5 SR,45.54453,-61.90537
ANT,OTN-Global,FW6 SR,OTN-GlobalANTFW6 SR,Underwater mooring,1,FW6 SR,45.57962,-61.90527
ANT,OTN-Global,FW7 WRS,OTN-GlobalANTFW7 WRS,Underwater mooring,2,FW7 WRS,45.55447,-62.09018
ANT,OTN-Global,FW8 STJO,OTN-GlobalANTFW8 STJO,Underwater mooring,3,FW8 STJO,45.53942,-62.08163
ANT,OTN-Global,FW9 BM,OTN-GlobalANTFW9 BM,Underwater mooring,1,FW9 BM,45.55635,-62.10242
ANT,OTN-Global,MM6,OTN-GlobalANTMM6,Underwater mooring,1.5,MM6,45.64142,-61.92959
ANT,OTN-Global,MM6.5,OTN-GlobalANTMM6.5,Underwater mooring,1.5,MM6.5,45.64292,-61.92868
ANT,OTN-Global,MM7,OTN-GlobalANTMM7,Underwater mooring,1.5,MM7,45.64517,-61.92943
ANT,OTN-Global,SW1,OTN-GlobalANTSW1,Underwater mooring,1.5,SW1,45.63324,-61.95128
ANT,OTN-Global,SW10,OTN-GlobalANTSW10,Underwater mooring,3,SW10,45.69113,-61.88922
ANT,OTN-Global,SW11,OTN-GlobalANTSW11,Underwater mooring,2,SW11,45.70117,-61.90073
ANT,OTN-Global,SW12,OTN-GlobalANTSW12,Underwater mooring,2,SW12,45.6415,-61.78822
ANT,OTN-Global,SW13 DP,OTN-GlobalANTSW13 DP,Underwater mooring,1.5,SW13 DP,45.6334,-61.94022
ANT,OTN-Global,SW14 OP,OTN-GlobalANTSW14 OP,Underwater mooring,1.5,SW14 OP,45.71395,-61.90212
ANT,OTN-Global,SW2,OTN-GlobalANTSW2,Underwater mooring,3,SW2,45.62135,-61.91617
ANT,OTN-Global,SW3,OTN-GlobalANTSW3,Underwater mooring,1.5,SW3,45.63362,-61.92062
ANT,OTN-Global,SW4,OTN-GlobalANTSW4,Underwater mooring,2,SW4,45.63792,-61.91297
ANT,OTN-Global,SW5,OTN-GlobalANTSW5,Underwater mooring,1.5,SW5,45.63647,-61.90573
ANT,OTN-Global,SW8,OTN-GlobalANTSW8,Underwater mooring,8,SW8,45.65838,-61.90608
ANT,OTN-Global,SW9,OTN-GlobalANTSW9,Underwater mooring,3,SW9,45.67207,-61.8898
ASF,OTN-Global,ASF-2 km Upriver of the Oxbow,OTN-GlobalASFASF-2 km Upriver of the Oxbow,Underwater mooring,Null,ASF-2 km Upriver of the Oxbow,46.95367,-65.8715
ASF,OTN-Global,ASF-2 MILE POOL PAT. RIVER,OTN-GlobalASFASF-2 MILE POOL PAT. RIVER,Underwater mooring,Null,ASF-2 MILE POOL PAT. RIVER,NaN,NaN
ASF,OTN-Global,ASF-2014 Barnaby Island,OTN-GlobalASFASF-2014 Barnaby Island,Underwater mooring,4,ASF-2014 Barnaby Island,46.9109,-65.6221
ASF,OTN-Global,ASF-2014 Dal Junction 1,OTN-GlobalASFASF-2014 Dal Junction 1,Underwater mooring,9,ASF-2014 Dal Junction 1,48.0446,-66.5363
ASF,OTN-Global,ASF-2014 Dal Junction 2,OTN-GlobalASFASF-2014 Dal Junction 2,Underwater mooring,9,ASF-2014 Dal Junction 2,48.0516,-66.54
ASF,OTN-Global,ASF-2014 Doyle's,OTN-GlobalASFASF-2014 Doyle's,Underwater mooring,Null,ASF-2014 Doyle's,46.8438,-65.7323
ASF,OTN-Global,ASF-2014 REST 1,OTN-GlobalASFASF-2014 REST 1,Underwater mooring,2.1,ASF-2014 REST 1,48.0029,-66.6978
ASF,OTN-Global,ASF-2014 REST 2,OTN-GlobalASFASF-2014 REST 2,Underwater mooring,2.1,ASF-2014 REST 2,48.005,-66.6981
ASF,OTN-Global,ASF-2014 REST 3,OTN-GlobalASFASF-2014 REST 3,Underwater mooring,2.7,ASF-2014 REST 3,48.0067,-66.6984
ASF,OTN-Global,ASF-2014 REST 4,OTN-GlobalASFASF-2014 REST 4,Underwater mooring,6.1,ASF-2014 REST 4,48.0105,-66.6755
ASF,OTN-Global,ASF-2014 REST 5,OTN-GlobalASFASF-2014 REST 5,Underwater mooring,5.5,ASF-2014 REST 5,48.0117,-66.6766
ASF,OTN-Global,ASF-2014 REST 6,OTN-GlobalASFASF-2014 REST 6,Underwater mooring,3.7,ASF-2014 REST 6,48.0132,-66.6779
ASF,OTN-Global,ASF-Above Falls,OTN-GlobalASFASF-Above Falls,Underwater mooring,Null,ASF-Above Falls,50.53819,-64.08922
ASF,OTN-Global,ASF-Above Falls-2011,OTN-GlobalASFASF-Above Falls-2011,Underwater mooring,Null,ASF-Above Falls-2011,50.5382,-64.0892
ASF,OTN-Global,ASF-Anticosti Island 1,OTN-GlobalASFASF-Anticosti Island 1,Underwater mooring,Null,ASF-Anticosti Island 1,49.89227,-64.5363
ASF,OTN-Global,ASF-Anticosti Island 2,OTN-GlobalASFASF-Anticosti Island 2,Underwater mooring,Null,ASF-Anticosti Island 2,49.89673,-64.54998
ASF,OTN-Global,ASF-Anticosti Island 3,OTN-GlobalASFASF-Anticosti Island 3,Underwater mooring,Null,ASF-Anticosti Island 3,49.90093,-64.5633
ASF,OTN-Global,ASF-Anticosti Island 4,OTN-GlobalASFASF-Anticosti Island 4,Underwater mooring,Null,ASF-Anticosti Island 4,49.90455,-64.57548
ASF,OTN-Global,ASF-Anticosti Island 5,OTN-GlobalASFASF-Anticosti Island 5,Underwater mooring,Null,ASF-Anticosti Island 5,49.90867,-64.58682
ASF,OTN-Global,ASF-Barnaby Isand,OTN-GlobalASFASF-Barnaby Isand,Underwater mooring,Null,ASF-Barnaby Isand,46.91154,-65.62074
ASF,OTN-Global,ASF-Barnaby Island-2004,OTN-GlobalASFASF-Barnaby Island-2004,Underwater mooring,Null,ASF-Barnaby Island-2004,46.9113,-65.6219
ASF,OTN-Global,ASF-BARTIBOG UPSTREAM 1,OTN-GlobalASFASF-BARTIBOG UPSTREAM 1,Underwater mooring,Null,ASF-BARTIBOG UPSTREAM 1,47.07797,-65.36612
ASF,OTN-Global,ASF-BARTIBOG UPSTREAM 2,OTN-GlobalASFASF-BARTIBOG UPSTREAM 2,Underwater mooring,Null,ASF-BARTIBOG UPSTREAM 2,47.08207,-65.36639
ASF,OTN-Global,ASF-BB low,OTN-GlobalASFASF-BB low,Underwater mooring,Null,ASF-BB low,46.98929,-65.55853
ASF,OTN-Global,ASF-Beaubear Island 1-2003,OTN-GlobalASFASF-Beaubear Island 1-2003,Underwater mooring,Null,ASF-Beaubear Island 1-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 2-2003,OTN-GlobalASFASF-Beaubear Island 2-2003,Underwater mooring,Null,ASF-Beaubear Island 2-2003,46.7667,-66.0833
ASF,OTN-Global,ASF-Beaubear Island 3-2003,OTN-GlobalASFASF-Beaubear Island 3-2003,Underwater mooring,Null,ASF-Beaubear Island 3-2003,46.7667,-66.0833
